,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
61,34,87.0,115.9,25.1,53.9,57.8,9.8,25.6,11.0,12.1,123,163,0.755,186,343,0.542,29,83,0.349,4.4,0.9,38.3,128.258,3.2,5408,0.93100417,97.0,138.0,89.0,205.0,0.7029,0.4341,20.0,24.0,0.8333,93.3056,88.3293,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,1.0
62,34,85.4,120.5,27.2,58.5,61.79,3.9,11.3,29.7,16.0,109,137,0.796,148,266,0.556,71,169,0.42,1.7,1.9,31.5,137.736,2.0,6923,1.87651111,99.0,150.0,49.0,116.0,0.66,0.4224,25.0,25.0,1.0,108.416,103.775,2.74324,187.742,7.80425,7.60689,0.197362,9.35972,34.1471,8.68046,0.679261,1.0294,3.2647,4.2941,4.4706,1.0588,0.5294,18.1765,1.0
63,31,79.4,107.1,28.7,45.4,51.72,5.8,16.4,25.7,14.6,141,175,0.806,135,285,0.474,42,151,0.278,0.7,5.0,40.1,123.342,3.5,7189,1.5000001,79.0,114.0,56.0,171.0,0.693,0.3275,19.0,25.0,0.76,91.788,88.6926,4.21159,225.934,8.39649,5.09881,3.29768,9.1732,32.0,5.2283,3.9449,1.7419,4.1935,5.9355,3.4839,2.7419,0.1935,17.3226,1.0
64,28,59.6,102.7,23.6,49.5,53.06,8.2,17.0,8.9,18.2,84,126,0.667,89,191,0.466,35,95,0.368,5.9,3.9,44.1,110.93,4.4,7190,0.54098959,47.0,79.0,42.0,111.0,0.5949,0.3784,19.0,22.0,0.8636,83.4244,80.083,4.70452,205.469,8.62793,2.09894,6.52899,8.26476,29.0714,2.98325,5.28151,2.0714,4.75,6.8214,1.1786,1.9643,1.4643,13.1071,1.0
65,26,33.8,104.3,15.5,53.9,56.81,5.7,7.2,5.4,19.7,21,28,0.75,34,58,0.586,14,44,0.318,3.1,0.9,27.5,96.4608,5.6,7755,0.47829528,29.0,43.0,5.0,15.0,0.6744,0.3333,0.0,0.0,0.0,104.352,107.663,1.0746,66.5018,-1.20464,-0.358996,-0.845648,-2.32638,16.3077,-1.40833,-0.918042,0.8462,1.0769,1.9231,0.4231,0.2692,0.5,5.0385,1.0
66,34,83.0,107.6,31.9,52.5,57.37,2.6,14.0,25.0,17.8,155,185,0.838,142,305,0.466,98,246,0.398,3.1,2.8,33.6,127.806,3.4,8716,1.10433421,66.0,110.0,76.0,195.0,0.6,0.3897,8.0,8.0,1.0,95.6906,90.6275,4.32507,240.14,8.36312,5.57615,2.78698,9.38485,34.6765,6.81102,2.57382,0.7353,4.5,5.2353,3.7353,1.6471,0.9412,21.5588,1.0
67,41,92.4,117.8,31.5,47.8,54.3,3.9,11.5,28.0,11.8,258,315,0.819,241,512,0.471,75,227,0.33,0.5,3.1,42.6,143.405,1.5,9075,1.9784861,115.0,196.0,126.0,316.0,0.5867,0.3987,3.0,3.0,1.0,97.6871,91.1048,4.59401,280.051,11.104,9.07703,2.02696,12.3485,37.6341,9.21951,3.12896,1.2927,4.1463,5.439,4.4878,1.878,0.1707,23.5366,1.0
68,37,86.3,122.0,21.2,51.6,58.67,8.2,12.0,13.2,11.6,188,240,0.783,167,324,0.515,20,58,0.345,1.1,2.4,62.8,129.53,1.5,9284,1.59253177,106.0,158.0,61.0,166.0,0.6709,0.3675,17.0,17.0,1.0,101.483,95.5339,3.76171,229.305,8.14842,6.26759,1.88083,8.54764,34.6486,6.89473,1.65292,2.4324,3.6486,6.0811,2.3243,1.4324,0.3514,15.7297,1.0
69,36,80.0,113.6,27.1,52.2,55.0,7.0,18.5,14.6,14.3,95,122,0.779,153,318,0.481,90,234,0.385,1.8,1.6,22.1,129.112,2.2,11388,0.98700263,67.0,93.0,86.0,225.0,0.7204,0.3822,13.0,14.0,0.9286,89.7318,85.4175,4.60922,237.627,8.99992,6.17444,2.82548,10.7346,32.2222,8.31412,2.42047,2.0,5.6667,7.6667,2.1111,0.8611,0.6389,18.6389,1.0
70,38,74.1,123.1,28.7,65.0,68.97,11.8,21.9,8.7,18.2,247,331,0.746,184,306,0.601,42,74,0.568,2.3,1.9,87.1,142.708,3.7,12660,0.43000458,135.0,188.0,49.0,118.0,0.7181,0.4153,56.0,60.0,0.9333,96.0426,91.1963,3.67449,238.464,9.3455,7.30197,2.04352,11.2881,30.0263,9.33852,1.9496,2.7632,5.5,8.2632,1.1316,0.9737,0.6842,19.5,1.0
71,34,79.6,108.7,27.7,46.3,50.78,11.4,25.9,16.4,15.1,110,145,0.759,175,371,0.472,23,81,0.284,1.9,2.8,32.1,123.31,3.1,13395,1.15998007,78.0,98.0,97.0,272.0,0.7959,0.3566,19.0,19.0,1.0,85.3916,81.558,5.15728,263.03,8.2352,3.75988,4.47532,8.27578,33.0,5.00299,3.27279,3.1765,7.5294,10.7059,2.5588,1.4706,0.5882,15.5588,1.0
72,37,78.2,116.2,32.1,49.8,57.71,9.1,14.7,19.8,15.0,245,298,0.822,215,421,0.511,28,95,0.295,1.0,2.0,57.8,138.341,3.0,14778,1.13404034,122.0,186.0,93.0,235.0,0.6559,0.3957,26.0,28.0,0.9286,105.007,101.415,2.76887,212.053,5.84106,6.3762,-0.535146,7.23727,31.5946,7.64884,-0.411573,2.3514,4.1081,6.4595,2.973,1.0811,0.2973,20.5135,1.0
73,36,76.8,107.4,23.1,54.6,53.65,13.9,13.6,8.0,14.5,127,261,0.487,172,315,0.546,0,0,0.0,7.2,1.8,82.9,116.323,3.6,16072,0.70311623,118.0,163.0,54.0,152.0,0.7239,0.3553,70.0,75.0,0.9333,88.6309,84.3695,4.53819,237.951,9.71642,3.73655,5.97987,7.81152,30.9444,4.0139,3.79762,3.8333,4.0,7.8333,1.25,0.9444,2.3889,13.0833,1.0
74,36,80.4,110.9,16.8,50.3,52.57,2.2,9.5,17.3,16.1,51,73,0.699,84,196,0.429,52,126,0.413,0.9,1.9,22.7,110.246,2.2,16073,2.01853339,35.0,73.0,49.0,123.0,0.4795,0.3984,1.0,1.0,1.0,94.0606,89.5381,4.17314,198.743,6.62528,3.74323,2.88205,5.54717,32.3889,2.52065,3.02652,0.6389,2.9167,3.5556,3.0278,1.0278,0.3056,10.4167,1.0
75,34,72.5,109.5,25.9,48.9,53.96,7.5,20.6,10.4,14.3,128,170,0.753,162,326,0.497,23,76,0.303,3.4,1.4,42.3,123.298,2.8,16657,0.7096792,95.0,143.0,67.0,183.0,0.6643,0.3661,21.0,23.0,0.913,97.8243,91.867,3.5272,197.759,4.80112,2.71068,2.09044,6.7151,29.2059,5.33543,1.37966,1.9706,5.2941,7.2647,1.2941,0.7059,0.8529,15.3235,1.0
76,27,8.1,115.2,21.6,58.0,64.33,16.4,11.2,4.8,21.7,16,21,0.762,10,18,0.556,3,7,0.429,0.9,1.6,84.0,118.753,7.3,18130,0.33333335,10.0,16.0,0.0,2.0,0.625,0.0,0.0,0.0,0.0,97.9981,96.987,0.415568,17.4766,-0.901705,-0.0677454,-0.83396,-3.59413,4.4815,-2.93434,-0.659787,0.5926,0.4444,1.037,0.1111,0.1111,0.037,1.6667,1.0
77,38,89.4,107.8,26.7,50.8,55.28,2.2,10.2,23.4,19.8,136,171,0.795,130,282,0.461,87,231,0.377,0.6,1.1,33.3,123.069,2.4,18154,1.32499436,65.0,117.0,65.0,165.0,0.5556,0.3939,5.0,6.0,0.8333,100.305,94.5951,4.01095,204.602,4.48048,4.60756,-0.127072,4.58458,35.8684,4.36431,0.220269,0.6579,3.3684,4.0263,4.1842,0.6579,0.2105,17.2895,1.0
78,11,20.5,130.5,27.2,61.5,69.7,2.3,10.6,29.8,18.6,64,71,0.901,37,65,0.569,18,39,0.462,1.8,3.0,68.3,149.048,3.0,18579,1.74076183,26.0,39.0,11.0,26.0,0.6667,0.4231,0.0,0.0,0.0,91.7011,87.1588,3.80115,61.4034,12.1928,9.40502,2.78781,13.8646,27.5455,9.48637,4.37825,0.5455,2.8182,3.3636,4.2727,1.4545,0.5455,17.4545,1.0
79,26,41.4,99.2,25.7,53.9,56.7,13.0,17.4,2.9,22.7,84,139,0.604,89,165,0.539,0,0,0.0,9.0,1.1,84.2,113.208,5.4,4250,0.13793259,78.0,106.0,11.0,59.0,0.7358,0.1864,31.0,32.0,0.9688,94.3157,88.3681,3.04194,125.658,3.13961,-0.768399,3.90801,2.71148,23.1923,-0.116285,2.82777,2.3846,3.5385,5.9231,0.3077,0.4231,2.0,10.0769,1.0
80,30,87.2,122.3,32.3,54.5,62.11,1.9,14.1,28.0,12.0,215,243,0.885,129,256,0.504,86,217,0.396,0.7,2.5,51.4,138.152,2.3,4509,1.78260869,98.0,169.0,31.0,87.0,0.5799,0.3563,13.0,17.0,0.7647,101.836,103.535,2.75997,200.205,8.16164,8.79872,-0.637082,9.76622,35.3,9.05933,0.706884,0.5333,4.2667,4.8,4.1,1.5,0.2333,24.3667,1.0
81,38,70.2,121.2,24.4,55.3,61.56,14.1,20.2,6.3,15.3,181,224,0.808,220,398,0.553,0,0,0.0,5.3,1.7,56.3,133.481,3.8,6927,0.49315494,89.0,131.0,131.0,267.0,0.6794,0.4906,32.0,34.0,0.9412,88.5932,84.3171,4.09334,257.763,10.0044,5.44846,4.55591,9.91323,28.1579,6.60917,3.30406,3.8421,5.7632,9.6053,0.9474,0.8947,1.5263,16.3421,1.0
82,32,74.3,116.7,28.1,60.1,63.77,11.2,22.8,9.4,18.1,128,165,0.776,197,332,0.593,23,53,0.434,7.3,1.3,42.9,131.488,3.7,8064,0.41248002,109.0,151.0,88.0,181.0,0.7219,0.4862,33.0,36.0,0.9167,93.7441,91.5303,3.59007,207.66,8.05175,4.51105,3.54069,9.51839,30.0625,7.33232,2.18607,2.5938,5.8125,8.4062,1.0312,0.6562,1.9688,18.4688,1.0
83,34,50.9,117.3,17.6,61.0,62.05,16.6,22.7,5.1,20.0,48,76,0.632,89,146,0.61,0,0,0.0,4.2,1.5,52.1,119.113,4.5,8402,0.42855988,65.0,91.0,24.0,55.0,0.7143,0.4364,26.0,31.0,0.8387,94.9681,89.8214,2.5794,152.76,6.31222,3.27953,3.03269,5.34687,20.5,3.67006,1.67681,2.9118,4.2059,7.1176,0.5294,0.5294,0.9412,6.6471,1.0
84,35,66.8,107.4,21.9,50.0,50.51,9.1,25.1,8.0,11.0,69,135,0.511,205,410,0.5,0,0,0.0,9.6,1.1,32.9,114.347,2.2,10202,0.97775533,83.0,115.0,122.0,295.0,0.7217,0.4136,55.0,57.0,0.9649,85.5966,81.493,4.51549,270.434,9.29592,1.93911,7.35681,8.4478,29.1143,3.96186,4.48594,2.5429,7.4,9.9429,1.2571,0.5714,2.8857,13.6857,1.0
85,35,80.9,126.4,23.6,62.0,65.58,1.7,8.2,8.4,12.0,128,153,0.837,83,153,0.542,134,305,0.439,1.0,1.5,33.4,138.698,1.4,11858,0.76365026,47.0,64.0,36.0,89.0,0.7344,0.4045,1.0,1.0,1.0,102.238,96.4593,3.45085,175.039,8.45478,8.36461,0.090178,11.3378,33.6286,10.1899,1.14788,0.4571,2.4286,2.8857,1.2,0.8286,0.3143,19.8857,1.0
86,35,85.9,106.8,25.3,50.2,56.28,3.5,9.6,15.7,18.3,193,263,0.734,144,287,0.502,49,146,0.336,1.3,4.1,60.7,116.38,2.8,13618,0.98037266,119.0,189.0,25.0,98.0,0.6296,0.2551,31.0,35.0,0.8857,99.5861,97.6663,3.41875,245.127,4.10233,3.48573,0.616603,4.4547,35.0857,3.26694,1.18776,1.0286,2.8286,3.8571,2.8571,2.5714,0.4286,17.9429,1.0
87,39,79.2,106.7,29.4,51.2,54.87,11.1,30.7,13.1,16.8,163,239,0.682,254,503,0.505,7,14,0.5,2.9,2.0,46.2,126.452,3.5,14520,0.69231637,169.0,262.0,80.0,229.0,0.645,0.3493,70.0,83.0,0.8434,84.1211,78.9353,5.21431,313.096,6.34106,2.2429,4.09816,7.56676,31.7949,4.77229,2.79446,2.8974,8.9744,11.8718,1.8462,1.0769,0.8718,17.7436,1.0
88,30,51.4,110.3,17.1,56.6,58.06,12.3,13.5,5.0,20.0,38,60,0.633,98,173,0.566,0,0,0.0,13.0,1.2,34.7,110.02,4.5,14982,0.48838344,78.0,108.0,20.0,65.0,0.7222,0.3077,45.0,51.0,0.8824,92.5235,88.6898,3.30974,147.639,8.90408,1.68978,7.2143,4.24865,25.4333,0.659482,3.58917,2.6667,3.1667,5.8333,0.7,0.5,2.9333,7.8,1.0
89,37,60.0,115.9,25.4,53.4,56.53,2.4,8.2,21.2,12.9,86,118,0.729,129,244,0.529,41,113,0.363,1.5,4.6,33.1,129.992,3.1,14983,1.91667314,90.0,144.0,39.0,100.0,0.625,0.39,26.0,29.0,0.8966,92.5144,87.8998,3.20202,172.467,8.0106,6.20125,1.80935,9.86572,24.0811,5.86491,4.00081,0.4865,1.8108,2.2973,2.4865,1.8108,0.3243,12.6216,1.0
90,38,69.6,111.9,22.3,52.3,54.66,10.8,16.3,8.7,14.9,99,158,0.627,161,305,0.528,16,49,0.327,5.8,2.7,44.6,121.8,3.3,15374,0.82256681,123.0,167.0,38.0,138.0,0.7365,0.2754,58.0,62.0,0.9355,87.6108,83.155,4.39391,245.885,9.92667,5.05142,4.87525,9.17559,29.3158,5.02827,4.14732,2.5263,4.6316,7.1579,1.3421,1.2895,1.7895,12.3421,1.0
91,36,77.9,113.3,17.1,52.9,55.8,0.5,7.3,45.1,27.2,55,79,0.696,77,146,0.527,28,79,0.354,0.5,2.0,35.1,112.651,1.9,16380,3.47519256,35.0,53.0,42.0,93.0,0.6604,0.4516,0.0,0.0,0.0,96.8536,92.3192,3.89671,205.986,4.08958,4.03505,0.0545312,5.85357,33.0,3.6269,2.22666,0.1667,2.4444,2.6111,9.75,1.1944,0.1667,8.1389,1.0
92,32,78.6,112.5,22.0,58.6,61.77,9.1,23.5,9.9,18.7,93,127,0.732,169,280,0.604,1,11,0.091,6.9,0.9,43.6,119.265,3.7,17125,0.63237645,109.0,144.0,60.0,136.0,0.7569,0.4412,51.0,56.0,0.9107,94.6348,88.2181,4.16046,210.3,6.54568,1.57784,4.96784,6.26746,31.8125,3.03494,3.23251,2.2812,5.9062,8.1875,1.3438,0.4688,1.875,13.5625,1.0
93,37,72.0,117.8,27.3,53.8,59.11,12.5,24.0,8.6,13.7,175,228,0.768,212,399,0.531,16,40,0.4,4.0,2.3,51.9,135.153,3.9,18035,0.64787114,118.0,173.0,94.0,226.0,0.6821,0.4159,16.0,17.0,0.9412,85.165,79.3279,4.95219,259.854,10.0557,5.46551,4.59023,10.5424,30.3514,7.08523,3.45719,3.1351,6.0541,9.1892,1.2432,1.1622,1.0541,17.4865,1.0
94,34,92.1,115.4,22.2,55.6,58.95,3.0,11.1,10.1,15.0,98,121,0.81,146,243,0.601,71,211,0.336,1.7,2.1,26.7,124.267,1.8,18051,0.85294998,67.0,85.0,79.0,158.0,0.7882,0.5,23.0,24.0,0.9583,101.528,96.2073,3.85197,207.755,6.13466,5.05687,1.07779,7.13317,37.2353,5.58128,1.55189,0.9412,3.9412,4.8824,1.7059,1.2353,0.6176,17.7353,1.0
95,32,66.6,110.6,22.6,51.0,53.61,10.8,18.6,8.8,14.4,71,102,0.696,169,328,0.515,10,33,0.303,2.1,1.7,28.3,120.539,3.1,18374,0.75922966,92.0,132.0,77.0,196.0,0.697,0.3929,41.0,44.0,0.9318,96.8961,90.4005,3.84024,188.837,4.93194,3.43733,1.4946,4.25016,30.9062,3.49204,0.758121,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,1.0
96,35,77.2,111.9,23.3,53.4,55.77,4.7,17.6,9.2,15.5,72,94,0.766,143,276,0.518,72,194,0.371,3.0,2.3,20.0,119.619,3.6,18838,0.69999999,60.0,87.0,83.0,189.0,0.6897,0.4392,22.0,28.0,0.7857,95.3759,92.0641,3.67196,235.384,5.77755,3.37502,2.40253,7.31254,31.0857,4.99144,2.32109,1.3714,5.0571,6.4286,1.4,1.2571,0.9429,16.4,1.0
97,38,72.9,108.2,26.0,48.7,52.8,6.9,11.0,7.2,14.0,141,195,0.723,180,384,0.469,49,137,0.358,1.1,2.0,37.4,121.301,2.4,18910,0.58108249,66.0,90.0,113.0,293.0,0.7333,0.3857,34.0,34.0,1.0,94.6442,90.076,3.66786,212.697,5.538,4.02998,1.50802,6.00117,29.2368,4.32657,1.6746,1.9474,3.2632,5.2105,1.1316,1.0789,0.3421,17.0526,1.0
98,34,70.3,100.7,20.8,53.8,50.93,14.2,15.5,3.4,16.0,26,88,0.295,157,290,0.541,0,2,0.0,9.9,1.8,30.1,106.547,3.1,20311,0.28847914,130.0,185.0,27.0,105.0,0.7027,0.2571,80.0,89.0,0.8989,95.5401,90.5331,3.4961,200.006,5.56709,0.789686,4.7774,4.32984,28.4412,1.78075,2.5491,3.3529,4.2059,7.5588,0.4412,0.8235,2.7059,10.0,1.0
99,21,27.9,90.8,17.5,36.2,44.43,7.1,13.6,22.9,25.2,26,39,0.667,21,47,0.447,0,11,0.0,0.3,4.4,67.2,85.4534,4.9,21001,1.58325312,14.0,25.0,7.0,22.0,0.56,0.3182,0.0,0.0,0.0,93.9675,95.897,1.68568,67.8036,0.485471,-1.36437,1.84984,-0.599742,16.0476,-2.81615,2.21641,1.0,1.6667,2.6667,1.8095,1.1429,0.0476,3.2381,1.0
100,30,79.5,114.9,23.6,56.1,60.96,12.2,21.7,7.0,17.5,124,159,0.78,172,310,0.555,8,18,0.444,2.1,1.4,48.5,125.498,2.5,21025,0.47947232,121.0,164.0,51.0,146.0,0.7378,0.3493,62.0,66.0,0.9394,99.1674,95.7605,3.70371,205.304,3.99757,3.29297,0.704601,4.57727,35.7667,4.39764,0.179634,3.6667,6.8,10.4667,1.1667,0.8333,0.7667,16.4,1.0
101,35,75.3,95.7,32.1,45.3,48.83,8.0,9.8,24.5,21.8,154,264,0.583,189,391,0.483,9,56,0.161,1.2,3.5,59.1,112.563,3.5,21082,0.98485972,134.0,232.0,55.0,159.0,0.5776,0.3459,17.0,20.0,0.85,97.047,93.6772,3.41557,215.125,4.17926,1.85641,2.32285,4.00112,30.3429,2.30166,1.69946,2.2857,2.7429,5.0286,3.7143,1.8857,0.3714,15.9714,1.0
102,34,82.4,104.8,24.0,50.5,53.84,2.2,9.2,13.0,17.0,121,184,0.658,116,243,0.477,58,159,0.365,0.1,1.7,45.8,115.79,2.7,21892,0.89873044,82.0,141.0,34.0,102.0,0.5816,0.3333,3.0,3.0,1.0,102.8,97.2284,3.33088,176.149,2.9406,2.9932,-0.0526018,3.075,33.2059,2.7958,0.279199,0.6176,2.7647,3.3824,2.0882,0.9706,0.0294,15.5,1.0
103,37,84.7,112.3,22.4,52.5,57.45,4.8,18.1,12.7,17.0,133,173,0.769,112,207,0.541,63,186,0.339,2.6,2.5,44.0,122.639,2.4,22042,1.05063003,89.0,137.0,23.0,70.0,0.6496,0.3286,18.0,20.0,0.9,95.4954,92.1814,4.01915,257.355,8.02626,5.01541,3.01084,7.56367,34.2432,5.27745,2.28623,1.3514,5.3784,6.7297,2.2432,1.3784,0.8378,14.7568,1.0
104,34,78.8,100.3,29.1,54.0,53.6,9.4,24.6,34.5,24.7,102,205,0.498,171,316,0.541,4,12,0.333,3.0,2.2,62.5,115.927,3.3,22331,1.30770239,129.0,176.0,42.0,140.0,0.733,0.3,46.0,47.0,0.9787,94.0933,89.68,4.0118,241.839,8.20572,2.66936,5.53635,7.36439,31.5294,3.78105,3.58334,2.5,6.7941,9.2941,5.0,1.1765,0.9412,13.4118,1.0
105,40,77.8,111.8,21.3,51.1,57.05,10.3,16.1,10.8,19.6,143,192,0.745,147,275,0.535,13,51,0.255,2.8,1.9,58.9,119.626,3.1,22362,0.86206898,100.0,143.0,47.0,132.0,0.6993,0.3561,34.0,36.0,0.9444,90.971,86.5498,4.29842,242.953,8.18856,5.00434,3.18423,6.73574,31.125,3.86278,2.87296,2.575,4.85,7.425,1.875,0.975,0.925,11.9,1.0
106,40,80.1,133.8,19.1,62.8,65.41,11.6,23.9,7.5,10.0,144,203,0.709,207,317,0.653,3,20,0.15,13.7,2.5,60.2,139.015,2.4,22364,1.21951222,152.0,174.0,55.0,143.0,0.8736,0.3846,96.0,98.0,0.9796,79.63,75.7599,5.62176,360.572,17.668,7.54963,10.1184,16.6573,32.025,9.09614,7.56117,2.975,7.4,10.375,1.25,1.35,4.65,14.175,1.0
107,40,81.4,99.8,21.0,44.9,49.08,1.6,6.7,25.5,23.8,85,119,0.714,119,272,0.438,26,80,0.325,0.8,1.7,33.8,106.366,2.8,22365,1.75229367,86.0,155.0,33.0,117.0,0.5548,0.2821,7.0,7.0,1.0,97.6421,92.8966,3.78126,188.101,2.43779,2.24767,0.190118,1.21593,32.575,0.654154,0.561773,0.425,2.1,2.525,4.775,0.925,0.275,10.025,1.0
108,35,82.1,113.7,21.4,54.1,57.94,6.6,12.8,16.8,18.7,95,124,0.766,101,199,0.508,57,146,0.39,1.8,2.1,35.9,121.472,2.6,11698,1.23377266,53.0,82.0,48.0,117.0,0.6463,0.4103,12.0,14.0,0.8571,95.9089,91.6638,3.90349,209.657,8.28038,5.49305,2.78733,7.56824,32.9714,5.44116,2.12707,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714,1.0
109,31,60.3,123.5,30.4,64.4,67.83,11.8,20.1,15.1,18.4,131,168,0.78,201,304,0.661,9,29,0.31,5.1,1.6,50.5,144.627,3.5,11882,0.6933124,152.0,212.0,48.0,91.0,0.717,0.5275,25.0,28.0,0.8929,89.4414,86.1418,3.64964,173.399,11.7494,7.28581,4.46361,13.6199,26.4516,10.4448,3.17511,2.4194,4.8387,7.2581,1.6774,0.6774,1.129,18.0645,1.0
110,36,86.7,113.1,25.1,59.9,62.8,9.8,23.3,11.5,19.2,173,254,0.681,221,369,0.599,0,0,0.0,4.0,1.7,68.8,126.731,2.9,12278,0.67959875,169.0,228.0,52.0,141.0,0.7412,0.3688,83.0,92.0,0.9022,90.9172,84.9855,4.9222,282.551,8.66358,3.98273,4.68084,8.41895,34.6667,5.39624,3.0227,2.75,7.2222,9.9722,1.9444,1.0,1.4444,17.0833,1.0
111,37,84.2,104.9,22.3,50.4,52.71,0.8,14.5,12.9,15.0,73,105,0.695,125,260,0.481,68,190,0.358,1.4,1.2,23.3,115.272,2.2,14888,1.30430586,63.0,85.0,62.0,175.0,0.7412,0.3543,20.0,22.0,0.9091,99.6,93.4428,3.8968,214.122,4.53743,3.20031,1.33712,4.30914,34.9459,3.15549,1.15365,0.2162,4.2973,4.5135,2.4324,0.6757,0.4595,14.2432,1.0
112,34,76.5,126.5,18.2,59.8,61.7,6.6,15.8,16.2,12.3,56,73,0.767,80,149,0.537,85,198,0.429,0.9,2.2,21.0,129.15,1.9,16384,2.20929859,34.0,50.0,46.0,98.0,0.68,0.4694,0.0,0.0,0.0,96.5996,92.1141,3.69359,214.266,10.8455,7.95074,2.89476,10.4947,31.6176,8.0144,2.48029,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529,1.0
113,31,77.3,99.8,20.4,51.5,52.4,10.6,27.1,9.4,21.2,54,98,0.551,113,217,0.521,19,58,0.328,4.4,3.9,35.6,105.246,3.0,17361,0.5946127,88.0,145.0,20.0,63.0,0.6069,0.3175,17.0,20.0,0.85,83.7071,79.4846,5.29756,283.374,8.97574,1.61601,7.35973,7.55752,33.4194,2.92706,4.63046,2.9677,8.2258,11.1935,1.4194,2.1613,1.3226,10.871,1.0
114,36,70.4,122.7,22.6,64.8,67.12,11.7,14.0,15.2,21.1,97,130,0.746,152,236,0.644,30,68,0.441,2.8,4.6,42.8,134.339,3.5,18513,0.90244967,127.0,182.0,25.0,54.0,0.6978,0.463,35.0,36.0,0.9722,85.8364,81.39,4.35053,246.196,15.2772,8.79828,6.47896,14.3486,28.3611,8.76043,5.58813,2.5833,3.75,6.3333,2.0556,2.1667,0.7778,13.6389,1.0
115,33,63.1,112.6,18.2,53.4,56.23,12.9,22.1,12.3,18.9,73,112,0.652,125,234,0.534,0,0,0.0,9.4,2.6,47.9,117.475,3.3,18642,1.11863081,71.0,104.0,54.0,130.0,0.6827,0.4154,23.0,26.0,0.8846,81.001,76.177,5.26508,252.025,13.4759,3.72605,9.74983,10.437,31.0909,4.59809,5.83893,3.4242,5.9697,9.3939,2.0,1.3333,2.5152,9.7879,1.0
116,35,77.5,105.0,22.0,51.6,56.23,1.6,8.1,22.4,18.5,86,102,0.843,80,177,0.452,64,164,0.39,1.9,1.6,29.9,112.65,1.7,19313,1.40280001,31.0,56.0,49.0,121.0,0.5536,0.405,8.0,10.0,0.8,97.3769,93.548,3.48131,174.245,4.17125,2.93837,1.23289,5.51475,31.2286,3.9188,1.59595,0.4,2.2286,2.6286,2.8857,0.8286,0.4857,12.5143,1.0
117,38,65.8,112.7,22.6,53.5,56.97,13.2,19.3,7.8,15.6,105,153,0.686,172,316,0.544,1,8,0.125,8.0,0.5,47.2,118.829,4.0,19499,0.61669517,127.0,174.0,45.0,142.0,0.7299,0.3169,67.0,71.0,0.9437,91.861,88.507,3.41733,214.642,6.95255,2.39556,4.557,6.1296,26.4211,3.33837,2.79123,2.8684,4.9737,7.8421,0.9737,0.2105,2.0526,11.8947,1.0
118,36,90.7,117.2,21.8,56.9,59.97,1.6,10.4,26.1,17.9,87,112,0.777,114,212,0.538,69,170,0.406,0.3,3.4,29.3,124.61,1.8,20694,2.0,67.0,114.0,47.0,98.0,0.5877,0.4796,1.0,2.0,0.5,94.4082,89.0169,4.64512,239.198,9.1676,6.45891,2.70868,8.54247,36.4167,5.09768,3.44479,0.4722,3.3611,3.8333,4.5556,1.9722,0.1111,14.5,1.0
119,32,83.5,112.7,27.2,53.0,57.91,4.3,19.7,16.8,13.8,135,169,0.799,102,205,0.498,84,225,0.373,1.9,3.8,39.3,128.133,2.6,21152,0.90625,63.0,94.0,39.0,112.0,0.6702,0.3482,15.0,16.0,0.9375,89.8474,87.0285,4.50765,245.772,10.4573,7.10835,3.34899,12.3303,33.9375,8.44938,3.88088,1.1562,5.9062,7.0625,1.8125,2.0312,0.5312,18.4688,1.0
120,38,87.6,121.4,28.9,52.9,56.85,1.8,8.9,37.4,13.1,132,164,0.805,176,350,0.503,74,193,0.383,1.6,2.8,30.2,144.075,2.1,21380,3.11109036,67.0,105.0,109.0,246.0,0.6381,0.4431,9.0,9.0,1.0,98.2568,92.27,4.09053,235.865,11.2633,9.55955,1.70372,12.2776,35.3947,9.22369,3.05393,0.5263,2.6842,3.2105,6.6316,1.6053,0.5263,18.5789,1.0
121,40,87.5,102.6,24.4,43.8,49.13,4.0,11.1,40.2,24.1,129,186,0.694,120,274,0.438,35,120,0.292,1.7,4.8,47.2,115.092,2.6,23112,2.14705882,86.0,146.0,34.0,126.0,0.589,0.2698,20.0,24.0,0.8333,86.8313,82.318,5.29067,299.662,9.12808,4.84479,4.28329,8.82116,35.2,3.95766,4.86349,1.275,3.6,4.875,7.3,2.775,0.475,11.85,1.0
